
Thu May 25 23:29:54 EEST 2017 | 11/1918
Sun Jun 18 02:26:13 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-10_Profession.txt
Sun Jun 18 02:26:13 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:26:22 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-11_Remarque.txt
Sun Jun 18 02:26:22 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:29:15 EEST 2017 | 11/1918
Sun Jun 18 02:29:46 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:29:51 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Train_Remarque.txt
Sun Jun 18 02:29:51 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:29:54 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Train-continue_Remarque.txt
Sun Jun 18 02:29:54 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:29:56 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-11_Kaiser.txt
Sun Jun 18 02:29:56 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:30:03 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-12_Remarque.txt
Sun Jun 18 02:30:04 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:30:06 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Heimat_Remarque.txt
Sun Jun 18 02:30:06 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:30:08 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-12_Matrosen.txt
Sun Jun 18 02:30:08 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:30:13 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Matrosen_von-Salomon.txt
Sun Jun 18 02:30:13 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:30:15 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\message\trigger\Matrosen_Bahnhof.txt
Sun Jun 18 02:30:15 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:30:24 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1919-06_Versailles.txt
Sun Jun 18 02:30:25 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:30:40 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1920-03_Kapp-Luettwitz.txt
Sun Jun 18 02:30:41 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:31:02 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1921-05_Oberschlesien.txt
Sun Jun 18 02:31:02 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:31:21 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1922-01_1923-12_m_Orchestra.txt
Sun Jun 18 02:31:22 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:31:32 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1922-06_Rathenau.txt
Sun Jun 18 02:31:32 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:31:36 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Ermordung-Rathenaus_Vossische-Zeitung.txt
Sun Jun 18 02:31:36 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:31:41 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Ermordung-Rathenaus-continue_Vossische-Zeitung.txt
Sun Jun 18 02:31:41 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:31:58 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1923-01_1928-12_m_join-STA.txt
Sun Jun 18 02:31:58 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:32:12 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1922-01_1930-12_m_STA-your-plans.txt
Sun Jun 18 02:32:13 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:32:38 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1924-01_1925-12_m_Reichsfahne.txt
Sun Jun 18 02:32:38 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:32:49 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1922-01_1930-12_m_STA-mission.txt
Sun Jun 18 02:32:49 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:33:00 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1924-03_1928-12_m_join-RB.txt
Sun Jun 18 02:33:01 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:33:12 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1924-06_1928-12_m_join-RFB.txt
Sun Jun 18 02:33:12 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:33:21 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1924-12_1925-12_m_Arierparagraph-STA.txt
Sun Jun 18 02:33:21 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:33:50 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1925-01_1930-12_m_Kozi-propaganda-STA.txt
Sun Jun 18 02:33:50 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:34:03 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1925-04_Reichspraesidentenwahl.txt
Sun Jun 18 02:34:04 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:34:18 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1925-05_1928-12_m_join-SA.txt
Sun Jun 18 02:34:18 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:35:09 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1928-01_1932-12_m_Parteigruss.txt
Sun Jun 18 02:35:10 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:35:21 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1928-09_Morozowitz.txt
Sun Jun 18 02:35:21 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:36:28 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1928-09_Fuerstenwald-STA.txt
Sun Jun 18 02:36:28 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:38:05 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1933-02_Reichskanzler-Hitler.txt
Sun Jun 18 02:38:06 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 02:52:31 EEST 2017 | 2/1933
Sun Jun 18 02:53:02 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 16:58:02 EEST 2017 | 2/1933
Sun Jun 18 16:58:33 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 16:59:23 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\epigraph_Remarque.txt
Sun Jun 18 16:59:24 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 16:59:40 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-10_Remarque.txt
Sun Jun 18 16:59:40 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 16:59:42 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Frieden_Remarque.txt
Sun Jun 18 16:59:42 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 16:59:53 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\11-November-1918_Remarque.txt
Sun Jun 18 16:59:53 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:00:06 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-10_Profession.txt
Sun Jun 18 17:00:06 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:00:17 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-11_Remarque.txt
Sun Jun 18 17:00:18 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:00:26 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Train_Remarque.txt
Sun Jun 18 17:00:26 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:00:32 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Train-continue_Remarque.txt
Sun Jun 18 17:00:32 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:00:43 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-11_Kaiser.txt
Sun Jun 18 17:00:44 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:00:52 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-12_Remarque.txt
Sun Jun 18 17:00:53 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:00:58 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Heimat_Remarque.txt
Sun Jun 18 17:00:58 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:01:15 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-12_Matrosen.txt
Sun Jun 18 17:01:15 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:01:58 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\message\trigger\Matrosen-Dolchstoss_Bahnhof.txt
Sun Jun 18 17:01:58 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:02:24 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1919-06_Versailles.txt
Sun Jun 18 17:02:25 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:02:42 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1920-03_Kapp-Luettwitz.txt
Sun Jun 18 17:02:42 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:03:10 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1921-05_Oberschlesien.txt
Sun Jun 18 17:03:11 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:03:30 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1922-01_1923-12_m_Orchestra.txt
Sun Jun 18 17:03:30 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:03:44 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1922-06_Rathenau.txt
Sun Jun 18 17:03:44 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:04:14 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Ermordung-Rathenaus_Vossische-Zeitung.txt
Sun Jun 18 17:04:14 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:04:24 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Ermordung-Rathenaus-continue_Vossische-Zeitung.txt
Sun Jun 18 17:04:24 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:12:53 EEST 2017 | 2/1933
Sun Jun 18 17:13:24 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:13:36 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\epigraph_Remarque.txt
Sun Jun 18 17:13:36 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:13:55 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-10_Remarque.txt
Sun Jun 18 17:13:56 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:14:18 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Frieden_Remarque.txt
Sun Jun 18 17:14:18 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:14:21 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\11-November-1918_Remarque.txt
Sun Jun 18 17:14:21 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:14:25 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-10_Profession.txt
Sun Jun 18 17:14:25 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:14:33 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-11_Remarque.txt
Sun Jun 18 17:14:34 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:14:36 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Train_Remarque.txt
Sun Jun 18 17:14:36 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:14:38 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Train-continue_Remarque.txt
Sun Jun 18 17:14:38 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:14:40 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-11_Kaiser.txt
Sun Jun 18 17:14:40 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:14:57 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-12_Remarque.txt
Sun Jun 18 17:14:58 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:15:00 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Heimat_Remarque.txt
Sun Jun 18 17:15:00 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:15:02 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-12_Matrosen.txt
Sun Jun 18 17:15:02 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:15:07 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\message\trigger\Matrosen-Dolchstoss_Bahnhof.txt
Sun Jun 18 17:15:07 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:15:39 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1919-06_Versailles.txt
Sun Jun 18 17:15:40 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:15:56 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1920-03_Kapp-Luettwitz.txt
Sun Jun 18 17:15:57 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:16:18 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1921-05_Oberschlesien.txt
Sun Jun 18 17:16:18 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:16:35 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1922-01_1923-12_m_Orchestra.txt
Sun Jun 18 17:16:35 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:16:48 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1922-06_Rathenau.txt
Sun Jun 18 17:16:48 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:16:51 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Ermordung-Rathenaus_Vossische-Zeitung.txt
Sun Jun 18 17:16:51 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:16:53 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Ermordung-Rathenaus-continue_Vossische-Zeitung.txt
Sun Jun 18 17:16:53 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:39:49 EEST 2017 | 2/1933
Sun Jun 18 17:40:19 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:40:33 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\epigraph_Remarque.txt
Sun Jun 18 17:40:33 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:41:10 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-10_Remarque.txt
Sun Jun 18 17:41:10 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:41:25 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Frieden_Remarque.txt
Sun Jun 18 17:41:25 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:41:30 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\11-November-1918_Remarque.txt
Sun Jun 18 17:41:30 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:41:38 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-10_Profession.txt
Sun Jun 18 17:41:38 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:41:46 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\trigger\Student_Details.txt
Sun Jun 18 17:41:46 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:42:05 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-11_Remarque.txt
Sun Jun 18 17:42:06 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:42:14 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Train_Remarque.txt
Sun Jun 18 17:42:14 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:42:16 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Train-continue_Remarque.txt
Sun Jun 18 17:42:17 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:42:22 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-11_Kaiser.txt
Sun Jun 18 17:42:22 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:42:32 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1918-12_von-Salomon.txt
Sun Jun 18 17:42:33 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:42:42 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Soldaten_von-Salomon.txt
Sun Jun 18 17:42:42 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:43:03 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1918-12_join-Freikorps.txt
Sun Jun 18 17:43:03 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:43:17 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1919-06_Versailles.txt
Sun Jun 18 17:43:18 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:43:33 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1920-03_Kapp-Luettwitz.txt
Sun Jun 18 17:43:34 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:43:57 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1921-05_Oberschlesien.txt
Sun Jun 18 17:43:57 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:44:14 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\period\1922-01_1923-12_m_Orchestra.txt
Sun Jun 18 17:44:14 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:44:28 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\date\1922-06_Rathenau-Berliner-Tageblatt.txt
Sun Jun 18 17:44:29 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:44:32 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Ermordung-Rathenaus_Vossische-Zeitung.txt
Sun Jun 18 17:44:32 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:44:35 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\events\story\trigger\Ermordung-Rathenaus-continue_Vossische-Zeitung.txt
Sun Jun 18 17:44:35 EEST 2017 | Left pane book (message) loaded
Sun Jun 18 17:44:37 EEST 2017 | Current message: C:\Users\Admin\Documents\NetBeansProjects\questionnaire\data\questions\date\1922-06_Rathenau.txt
Sun Jun 18 17:44:37 EEST 2017 | Left pane book (message) loaded
